transaction_id,customer_id,type,amount,transaction_date
TXN175170,CUS00449,BOOKING,1473000.0,2026-07-04 22:47:52
TXN798329,CUS00321,ORDER,3771000.0,2026-04-26 22:47:52
TXN704356,CUS00117,BOOKING,823000.0,2025-11-08 22:47:52
TXN630964,CUS00386,ORDER,722000.0,2026-04-23 22:47:52
TXN362217,CUS00103,BOOKING,1008000.0,2026-05-30 22:47:52
TXN150,CUS00250,ORDER,140000.0,2025-12-07 22:47:52
TXN594041,CUS00123,ORDER,2380000.0,2026-06-04 22:47:52
TXN332364,CUS00160,BOOKING,215000.0,2026-06-07 22:47:52
TXN500264,CUS00245,BOOKING,1058000.0,2026-06-25 22:47:52
TXN785259,CUS00341,ORDER,680000.0,2026-06-23 22:47:52
TXN179515,CUS00063,ORDER,4775000.0,2026-04-02 22:47:52
TXN81347,CUS00039,ORDER,399000.0,2026-06-29 22:47:52
TXN412592,CUS00233,ORDER,4155000.0,2026-05-09 22:47:52
TXN630997,CUS00125,BOOKING,1942000.0,2026-03-12 22:47:52
TXN335596,CUS00260,BOOKING,461000.0,2026-07-07 22:47:52
TXN235963,CUS00187,BOOKING,1655000.0,2026-06-28 22:47:52
TXN66879,CUS00252,ORDER,1529000.0,2026-06-16 22:47:52
TXN156547,CUS00423,ORDER,1830000.0,2025-12-03 22:47:52
TXN680696,CUS00036,BOOKING,1904000.0,2026-03-19 22:47:52
TXN289060,CUS00038,BOOKING,1084000.0,2026-05-25 22:47:52
TXN294936,CUS00152,BOOKING,433000.0,2026-06-22 22:47:52
TXN69308,CUS00264,BOOKING,1746000.0,2026-06-13 22:47:52
TXN565887,CUS00336,ORDER,3412000.0,2026-07-07 22:47:52
TXN824563,CUS00353,BOOKING,566000.0,2026-05-25 22:47:52
TXN874904,CUS00391,BOOKING,926000.0,2026-06-26 22:47:52
TXN165120,CUS00152,ORDER,2486000.0,2026-06-19 22:47:52
TXN39304,CUS00196,BOOKING,583000.0,2026-03-21 22:47:52
TXN584505,CUS00028,ORDER,1821000.0,2026-07-08 22:47:52
TXN87497,CUS00365,ORDER,3580000.0,2026-05-30 22:47:52
TXN562158,CUS00243,BOOKING,1881000.0,2026-06-26 22:47:52
TXN558011,CUS00299,ORDER,549000.0,2026-06-26 22:47:52
TXN740145,CUS00338,ORDER,3126000.0,2026-05-10 22:47:52
TXN709091,CUS00124,ORDER,2840000.0,2026-05-27 22:47:52
TXN438773,CUS00095,BOOKING,871000.0,2026-05-12 22:47:52
TXN651239,CUS00235,ORDER,3634000.0,2026-05-11 22:47:52
TXN103480,CUS00368,BOOKING,1557000.0,2026-05-16 22:47:52
TXN863351,CUS00217,ORDER,4992000.0,2026-06-18 22:47:52
TXN738707,CUS00472,ORDER,3350000.0,2026-05-09 22:47:52
TXN662518,CUS00197,BOOKING,965000.0,2026-05-07 22:47:52
TXN782176,CUS00028,BOOKING,326000.0,2026-06-24 22:47:52
TXN677793,CUS00020,BOOKING,1587000.0,2025-07-21 22:47:52
TXN656248,CUS00407,ORDER,4844000.0,2026-04-06 22:47:52
TXN464508,CUS00297,BOOKING,1539000.0,2026-07-03 22:47:52
TXN769621,CUS00265,BOOKING,1424000.0,2026-05-09 22:47:52
TXN458498,CUS00015,BOOKING,700000.0,2026-07-05 22:47:52
TXN319714,CUS00179,BOOKING,1079000.0,2026-06-22 22:47:52
TXN46275,CUS00055,BOOKING,525000.0,2026-06-19 22:47:52
TXN792740,CUS00330,BOOKING,1552000.0,2026-04-13 22:47:52
TXN788349,CUS00198,BOOKING,1174000.0,2026-03-22 22:47:52
TXN93766,CUS00163,ORDER,423000.0,2026-06-29 22:47:52
TXN312072,CUS00070,BOOKING,1068000.0,2026-01-27 22:47:52
TXN710785,CUS00042,ORDER,4008000.0,2026-06-12 22:47:52
TXN907788,CUS00131,ORDER,1711000.0,2026-07-05 22:47:52
TXN246129,CUS00191,ORDER,4918000.0,2026-06-12 22:47:52
TXN510304,CUS00451,BOOKING,1801000.0,2026-04-30 22:47:52
TXN546033,CUS00482,ORDER,4227000.0,2026-04-05 22:47:52
TXN24583,CUS00383,BOOKING,1774000.0,2026-06-26 22:47:52
TXN838480,CUS00195,BOOKING,1456000.0,2026-06-25 22:47:52
TXN83174,CUS00289,BOOKING,1032000.0,2026-05-12 22:47:52
TXN116842,CUS00391,BOOKING,354000.0,2026-04-22 22:47:52
TXN456542,CUS00129,BOOKING,887000.0,2026-06-29 22:47:52
TXN216581,CUS00171,ORDER,1052000.0,2026-06-11 22:47:52
TXN491422,CUS00464,BOOKING,1063000.0,2026-07-07 22:47:52
TXN520204,CUS00226,BOOKING,1157000.0,2026-07-05 22:47:52
TXN707031,CUS00400,BOOKING,242000.0,2026-03-13 22:47:52
TXN726122,CUS00293,BOOKING,638000.0,2026-07-01 22:47:52
TXN26235,CUS00497,BOOKING,1043000.0,2026-05-10 22:47:52
TXN427053,CUS00324,BOOKING,1607000.0,2025-11-04 22:47:52
TXN996477,CUS00167,BOOKING,1895000.0,2026-04-19 22:47:52
TXN92096,CUS00153,BOOKING,959000.0,2026-06-21 22:47:52
TXN914058,CUS00013,BOOKING,1267000.0,2026-05-21 22:47:52
TXN992426,CUS00106,BOOKING,928000.0,2026-05-25 22:47:52
TXN515945,CUS00318,BOOKING,622000.0,2026-05-29 22:47:52
TXN788455,CUS00367,BOOKING,1601000.0,2026-05-13 22:47:52
TXN552627,CUS00073,BOOKING,1924000.0,2026-06-08 22:47:52
TXN902470,CUS00112,BOOKING,1813000.0,2026-06-05 22:47:52
TXN111558,CUS00061,BOOKING,321000.0,2026-07-03 22:47:52
TXN91698,CUS00379,ORDER,4891000.0,2026-05-25 22:47:52
TXN376203,CUS00175,BOOKING,968000.0,2026-03-26 22:47:52
TXN622759,CUS00008,BOOKING,607000.0,2026-06-19 22:47:52
TXN833706,CUS00400,ORDER,1883000.0,2026-05-03 22:47:52
TXN491211,CUS00471,ORDER,177000.0,2026-05-24 22:47:52
TXN431512,CUS00422,BOOKING,1450000.0,2026-04-05 22:47:52
TXN762990,CUS00462,BOOKING,254000.0,2026-06-30 22:47:52
TXN598157,CUS00351,ORDER,3800000.0,2026-03-16 22:47:52
TXN424175,CUS00413,BOOKING,641000.0,2026-04-25 22:47:52
TXN703467,CUS00450,BOOKING,512000.0,2026-05-19 22:47:52
TXN125617,CUS00344,ORDER,3332000.0,2026-07-07 22:47:52
TXN555092,CUS00474,BOOKING,533000.0,2026-06-23 22:47:52
TXN324643,CUS00384,BOOKING,578000.0,2026-07-07 22:47:52
TXN69977,CUS00094,ORDER,469000.0,2026-06-07 22:47:52
TXN101139,CUS00346,BOOKING,1832000.0,2026-06-04 22:47:52
TXN630360,CUS00003,ORDER,3176000.0,2026-01-13 22:47:52
TXN365,CUS00238,ORDER,1172000.0,2026-07-09 22:47:52
TXN215403,CUS00464,BOOKING,1903000.0,2026-06-17 22:47:52
TXN725758,CUS00488,BOOKING,592000.0,2026-06-17 22:47:52
TXN310571,CUS00095,ORDER,4946000.0,2026-06-01 22:47:52
TXN280310,CUS00377,ORDER,3593000.0,2026-06-08 22:47:52
TXN697053,CUS00474,BOOKING,1944000.0,2026-05-03 22:47:52
TXN827430,CUS00009,ORDER,4492000.0,2026-04-22 22:47:52
TXN186020,CUS00024,ORDER,1154000.0,2026-06-19 22:47:52
TXN495155,CUS00026,ORDER,981000.0,2026-01-31 22:47:52
TXN542402,CUS00137,ORDER,2571000.0,2026-07-09 22:47:52
TXN695376,CUS00366,BOOKING,1932000.0,2026-01-03 22:47:52
TXN999005,CUS00422,BOOKING,318000.0,2026-05-25 22:47:52
TXN115800,CUS00035,BOOKING,806000.0,2026-06-26 22:47:52
TXN444942,CUS00271,BOOKING,569000.0,2026-06-05 22:47:52
TXN677836,CUS00427,ORDER,2376000.0,2026-07-02 22:47:52
TXN372404,CUS00291,ORDER,3203000.0,2026-06-07 22:47:52
TXN273571,CUS00270,BOOKING,1221000.0,2026-05-26 22:47:52
TXN840353,CUS00388,ORDER,3682000.0,2026-05-02 22:47:52
TXN235175,CUS00271,BOOKING,861000.0,2026-06-23 22:47:52
TXN53232,CUS00048,BOOKING,1475000.0,2026-03-19 22:47:52
TXN142907,CUS00222,ORDER,3438000.0,2026-06-24 22:47:52
TXN249329,CUS00054,BOOKING,604000.0,2026-04-19 22:47:52
TXN813230,CUS00167,BOOKING,1942000.0,2026-04-19 22:47:52
TXN22492,CUS00344,ORDER,3297000.0,2026-04-26 22:47:52
TXN665985,CUS00223,BOOKING,444000.0,2026-05-18 22:47:52
TXN725325,CUS00340,ORDER,349000.0,2026-06-26 22:47:52
TXN216192,CUS00412,BOOKING,1503000.0,2026-04-21 22:47:52
TXN810914,CUS00442,BOOKING,1354000.0,2026-06-26 22:47:52
TXN840566,CUS00436,BOOKING,1464000.0,2026-06-10 22:47:52
TXN797695,CUS00399,BOOKING,1446000.0,2026-07-07 22:47:52
TXN286752,CUS00472,BOOKING,1755000.0,2026-03-03 22:47:52
TXN917607,CUS00388,BOOKING,1289000.0,2026-03-11 22:47:52
TXN96446,CUS00103,BOOKING,435000.0,2026-04-21 22:47:52
TXN304295,CUS00328,BOOKING,493000.0,2026-01-08 22:47:52
TXN64536,CUS00452,ORDER,1895000.0,2026-03-23 22:47:52
TXN513001,CUS00012,ORDER,1082000.0,2026-06-09 22:47:52
TXN238666,CUS00025,BOOKING,488000.0,2026-05-06 22:47:52
TXN856255,CUS00470,ORDER,1036000.0,2026-02-19 22:47:52
TXN748575,CUS00235,ORDER,4186000.0,2026-03-24 22:47:52
TXN598751,CUS00088,BOOKING,515000.0,2026-07-04 22:47:52
TXN396870,CUS00277,BOOKING,973000.0,2026-05-04 22:47:52
TXN107754,CUS00125,ORDER,4039000.0,2026-01-12 22:47:52
TXN992762,CUS00352,BOOKING,906000.0,2026-06-03 22:47:52
TXN993951,CUS00187,ORDER,694000.0,2026-05-06 22:47:52
TXN740911,CUS00008,BOOKING,756000.0,2026-06-26 22:47:52
TXN642572,CUS00045,BOOKING,1511000.0,2026-06-29 22:47:52
TXN8747,CUS00306,BOOKING,705000.0,2026-06-10 22:47:52
TXN465746,CUS00226,ORDER,2119000.0,2026-07-09 22:47:52
TXN186527,CUS00170,BOOKING,1624000.0,2026-06-09 22:47:52
TXN191398,CUS00214,BOOKING,244000.0,2026-06-03 22:47:52
TXN99028,CUS00433,BOOKING,1670000.0,2026-06-13 22:47:52
TXN638889,CUS00350,ORDER,3003000.0,2026-06-30 22:47:52
TXN650148,CUS00407,BOOKING,281000.0,2026-05-28 22:47:52
TXN885870,CUS00169,ORDER,2379000.0,2026-05-17 22:47:52
TXN648525,CUS00284,ORDER,403000.0,2026-04-06 22:47:52
TXN947392,CUS00263,BOOKING,570000.0,2026-06-24 22:47:52
TXN437337,CUS00195,BOOKING,746000.0,2026-03-18 22:47:52
TXN873293,CUS00431,BOOKING,1855000.0,2026-06-17 22:47:52
TXN597600,CUS00116,BOOKING,1321000.0,2026-03-28 22:47:52
TXN433156,CUS00235,BOOKING,378000.0,2026-04-17 22:47:52
TXN51290,CUS00127,ORDER,4896000.0,2026-06-21 22:47:52
TXN921585,CUS00175,ORDER,1856000.0,2026-06-21 22:47:52
TXN724451,CUS00409,BOOKING,1214000.0,2026-05-15 22:47:52
TXN459143,CUS00390,BOOKING,1638000.0,2026-06-05 22:47:52
TXN886397,CUS00098,ORDER,3275000.0,2026-05-21 22:47:52
TXN675305,CUS00175,ORDER,4759000.0,2026-04-21 22:47:52
TXN956900,CUS00424,BOOKING,1367000.0,2026-06-27 22:47:52
TXN258730,CUS00138,BOOKING,1397000.0,2026-06-21 22:47:52
TXN689394,CUS00332,ORDER,251000.0,2026-07-01 22:47:52
TXN382763,CUS00096,BOOKING,1589000.0,2026-06-08 22:47:52
TXN650136,CUS00354,BOOKING,1048000.0,2026-06-28 22:47:52
TXN320679,CUS00038,ORDER,4343000.0,2026-07-06 22:47:52
TXN733176,CUS00297,ORDER,3618000.0,2026-06-07 22:47:52
TXN891186,CUS00282,ORDER,4814000.0,2026-04-01 22:47:52
TXN523831,CUS00229,BOOKING,1159000.0,2026-07-03 22:47:52
TXN97452,CUS00137,ORDER,309000.0,2026-07-09 22:47:52
TXN433185,CUS00394,BOOKING,678000.0,2026-05-17 22:47:52
TXN240134,CUS00475,ORDER,1480000.0,2026-05-12 22:47:52
TXN502232,CUS00365,BOOKING,1091000.0,2026-06-29 22:47:52
TXN713389,CUS00181,BOOKING,309000.0,2026-05-20 22:47:52
TXN931060,CUS00120,BOOKING,1623000.0,2026-01-13 22:47:52
TXN800569,CUS00059,ORDER,759000.0,2026-06-14 22:47:52
TXN753647,CUS00327,ORDER,2203000.0,2026-04-10 22:47:52
TXN785276,CUS00224,BOOKING,608000.0,2026-04-04 22:47:52
TXN756336,CUS00078,ORDER,3515000.0,2026-06-17 22:47:52
TXN699952,CUS00451,BOOKING,1766000.0,2026-07-06 22:47:52
TXN315486,CUS00320,ORDER,3143000.0,2026-05-09 22:47:52
TXN205545,CUS00412,ORDER,4779000.0,2026-06-25 22:47:52
TXN758071,CUS00020,ORDER,776000.0,2026-06-12 22:47:52
TXN548425,CUS00089,BOOKING,481000.0,2026-06-12 22:47:52
TXN553447,CUS00049,BOOKING,1190000.0,2026-06-02 22:47:52
TXN204117,CUS00063,BOOKING,1085000.0,2026-06-25 22:47:52
TXN34115,CUS00226,ORDER,3626000.0,2026-05-03 22:47:52
TXN927693,CUS00220,BOOKING,1542000.0,2026-06-23 22:47:52
TXN589999,CUS00294,BOOKING,698000.0,2026-05-29 22:47:52
TXN801841,CUS00092,BOOKING,738000.0,2026-04-18 22:47:52
TXN741092,CUS00273,BOOKING,1466000.0,2026-07-01 22:47:52
TXN830174,CUS00486,BOOKING,1874000.0,2026-03-19 22:47:52
TXN261542,CUS00358,BOOKING,1549000.0,2026-07-05 22:47:52
TXN62189,CUS00275,ORDER,3183000.0,2026-06-05 22:47:52
TXN17590,CUS00058,ORDER,2277000.0,2026-05-10 22:47:52
TXN806989,CUS00468,BOOKING,270000.0,2026-05-19 22:47:52
TXN793621,CUS00396,ORDER,3781000.0,2026-04-05 22:47:52
TXN27164,CUS00071,BOOKING,1650000.0,2026-06-23 22:47:52
TXN851595,CUS00252,BOOKING,465000.0,2025-09-11 22:47:52
TXN679897,CUS00003,BOOKING,1623000.0,2026-06-18 22:47:52
TXN484720,CUS00229,ORDER,2411000.0,2026-06-23 22:47:52
TXN52068,CUS00231,BOOKING,636000.0,2026-03-20 22:47:52
TXN158639,CUS00325,BOOKING,1541000.0,2026-02-19 22:47:52
TXN270699,CUS00166,ORDER,2866000.0,2026-05-29 22:47:52
TXN107122,CUS00161,BOOKING,881000.0,2026-03-12 22:47:52
TXN923536,CUS00243,ORDER,3555000.0,2025-12-15 22:47:52
TXN315457,CUS00101,BOOKING,700000.0,2025-12-21 22:47:52
TXN985669,CUS00004,ORDER,697000.0,2026-06-02 22:47:52
TXN169439,CUS00215,ORDER,2368000.0,2026-05-28 22:47:52
TXN102143,CUS00062,ORDER,2309000.0,2026-05-21 22:47:52
TXN570712,CUS00375,BOOKING,476000.0,2026-06-20 22:47:52
TXN52033,CUS00298,ORDER,3026000.0,2026-04-18 22:47:52
TXN598345,CUS00080,BOOKING,1294000.0,2026-07-09 22:47:52
TXN707115,CUS00218,ORDER,4713000.0,2026-04-07 22:47:52
TXN699319,CUS00435,ORDER,4291000.0,2026-07-04 22:47:52
TXN550929,CUS00032,BOOKING,634000.0,2026-06-05 22:47:52
TXN551584,CUS00270,BOOKING,846000.0,2026-05-11 22:47:52
TXN746042,CUS00260,BOOKING,985000.0,2026-05-10 22:47:52
TXN587583,CUS00239,ORDER,1791000.0,2026-02-24 22:47:52
TXN283019,CUS00173,ORDER,3397000.0,2026-03-16 22:47:52
TXN575651,CUS00067,ORDER,4992000.0,2026-06-05 22:47:52
TXN213895,CUS00072,BOOKING,1565000.0,2026-06-14 22:47:52
TXN617163,CUS00235,ORDER,1842000.0,2026-06-19 22:47:52
TXN903947,CUS00191,ORDER,1712000.0,2026-04-04 22:47:52
TXN532176,CUS00159,BOOKING,634000.0,2026-05-19 22:47:52
TXN611863,CUS00099,ORDER,2430000.0,2026-04-05 22:47:52
TXN643268,CUS00239,BOOKING,868000.0,2026-06-24 22:47:52
TXN121812,CUS00451,ORDER,881000.0,2026-05-31 22:47:52
TXN393867,CUS00181,ORDER,3538000.0,2026-06-21 22:47:52
TXN264914,CUS00209,BOOKING,1582000.0,2026-06-11 22:47:52
TXN422831,CUS00444,BOOKING,573000.0,2026-03-16 22:47:52
TXN124611,CUS00062,BOOKING,1767000.0,2026-06-18 22:47:52
TXN52658,CUS00132,BOOKING,1320000.0,2026-05-03 22:47:52
TXN674003,CUS00350,ORDER,450000.0,2026-06-22 22:47:52
TXN768508,CUS00452,BOOKING,1364000.0,2026-04-26 22:47:52
TXN418319,CUS00473,ORDER,1078000.0,2026-02-13 22:47:52
TXN238231,CUS00410,BOOKING,565000.0,2026-07-04 22:47:52
TXN181034,CUS00367,BOOKING,488000.0,2026-06-26 22:47:52
TXN862937,CUS00160,ORDER,1312000.0,2026-02-03 22:47:52
TXN888731,CUS00044,BOOKING,1426000.0,2026-02-11 22:47:52
TXN549241,CUS00242,BOOKING,1108000.0,2026-06-04 22:47:52
TXN559291,CUS00364,BOOKING,627000.0,2026-07-05 22:47:52
TXN243371,CUS00227,ORDER,4250000.0,2026-05-11 22:47:52
TXN285653,CUS00106,BOOKING,487000.0,2026-04-21 22:47:52
TXN595612,CUS00142,ORDER,1025000.0,2026-06-26 22:47:52
TXN810246,CUS00470,BOOKING,1805000.0,2026-05-28 22:47:52
TXN303657,CUS00313,BOOKING,506000.0,2026-04-22 22:47:52
TXN722663,CUS00205,BOOKING,1370000.0,2026-06-26 22:47:52
TXN873907,CUS00150,BOOKING,388000.0,2026-04-26 22:47:52
TXN755252,CUS00462,BOOKING,1286000.0,2026-04-08 22:47:52
TXN839981,CUS00342,BOOKING,1679000.0,2026-06-19 22:47:52
TXN137547,CUS00421,BOOKING,1100000.0,2026-07-06 22:47:52
TXN908757,CUS00310,ORDER,3910000.0,2026-04-12 22:47:52
TXN493382,CUS00185,ORDER,2167000.0,2026-05-31 22:47:52
TXN71079,CUS00259,BOOKING,502000.0,2026-07-01 22:47:52
TXN402779,CUS00075,ORDER,4904000.0,2026-06-11 22:47:52
TXN222732,CUS00115,BOOKING,465000.0,2026-05-07 22:47:52
TXN707660,CUS00137,ORDER,3804000.0,2026-06-02 22:47:52
TXN802273,CUS00134,BOOKING,866000.0,2025-12-04 22:47:52
TXN672215,CUS00128,BOOKING,1051000.0,2026-06-27 22:47:52
TXN485925,CUS00456,ORDER,692000.0,2026-06-28 22:47:52
TXN25974,CUS00031,BOOKING,1550000.0,2026-06-21 22:47:52
TXN528239,CUS00065,BOOKING,1677000.0,2026-05-12 22:47:52
TXN814768,CUS00174,ORDER,4959000.0,2026-06-21 22:47:52
TXN338167,CUS00276,ORDER,3762000.0,2026-03-24 22:47:52
TXN471644,CUS00314,BOOKING,963000.0,2026-05-07 22:47:52
TXN971299,CUS00436,BOOKING,754000.0,2026-06-21 22:47:52
TXN539090,CUS00376,BOOKING,407000.0,2026-03-28 22:47:52
TXN766891,CUS00486,BOOKING,1003000.0,2026-05-18 22:47:52
TXN742353,CUS00297,BOOKING,524000.0,2026-06-30 22:47:52
TXN322432,CUS00421,BOOKING,1767000.0,2026-03-29 22:47:52
TXN848380,CUS00019,BOOKING,1262000.0,2026-05-15 22:47:52
TXN995899,CUS00337,BOOKING,1343000.0,2026-06-09 22:47:52
TXN574345,CUS00198,BOOKING,746000.0,2026-06-27 22:47:52
TXN318,CUS00146,ORDER,797000.0,2026-03-31 22:47:52
TXN177100,CUS00076,BOOKING,1404000.0,2026-05-24 22:47:52
TXN905065,CUS00271,ORDER,4202000.0,2026-06-16 22:47:52
TXN986907,CUS00027,ORDER,2512000.0,2026-06-28 22:47:52
TXN66533,CUS00245,BOOKING,1354000.0,2026-01-20 22:47:52
TXN671800,CUS00162,BOOKING,267000.0,2026-04-23 22:47:52
TXN152708,CUS00260,BOOKING,669000.0,2026-05-31 22:47:52
TXN955920,CUS00246,ORDER,1691000.0,2026-04-12 22:47:52
TXN773292,CUS00293,BOOKING,671000.0,2026-07-09 22:47:52
